id,street,ward,district,city,code
568,lê đình dương,None,bình tân,hồ chí minh,SG
569,lê ngung,None,bình tân,hồ chí minh,SG
570,lê tấn bê,None,bình tân,hồ chí minh,SG
571,lê trọng tấn,None,bình tân,hồ chí minh,SG
572,lê văn quới,None,bình tân,hồ chí minh,SG
573,lê văn tám,None,bình tân,hồ chí minh,SG
574,liên ấp 123,None,bình tân,hồ chí minh,SG
575,liên khu 10,None,bình tân,hồ chí minh,SG
576,liên khu 10-11,None,bình tân,hồ chí minh,SG
577,liên khu 11,None,bình tân,hồ chí minh,SG
578,liên khu 1-6,None,bình tân,hồ chí minh,SG
579,liên khu 16-18,None,bình tân,hồ chí minh,SG
580,liên khu 2-10,None,bình tân,hồ chí minh,SG
581,liên khu 2-5,None,bình tân,hồ chí minh,SG
582,liên khu 2-6,None,bình tân,hồ chí minh,SG
583,liên khu 4-5,None,bình tân,hồ chí minh,SG
584,liên khu 5 - 6,None,bình tân,hồ chí minh,SG
585,liên khu 5-11-12,None,bình tân,hồ chí minh,SG
586,liên khu 8-9,None,bình tân,hồ chí minh,SG
587,liên khu 89,None,bình tân,hồ chí minh,SG
588,liên lộ 2-5,None,bình tân,hồ chí minh,SG
589,lộ tẻ,None,bình tân,hồ chí minh,SG
590,lô tư,None,bình tân,hồ chí minh,SG
591,lũy bán bích,None,bình tân,hồ chí minh,SG
592,lý chiêu hoàng,None,bình tân,hồ chí minh,SG
593,lý thánh tông,None,bình tân,hồ chí minh,SG
594,m1,None,bình tân,hồ chí minh,SG
595,m10,None,bình tân,hồ chí minh,SG
596,m12,None,bình tân,hồ chí minh,SG
597,m3,None,bình tân,hồ chí minh,SG
598,m4,None,bình tân,hồ chí minh,SG
599,m5,None,bình tân,hồ chí minh,SG
600,m6,None,bình tân,hồ chí minh,SG
601,m8,None,bình tân,hồ chí minh,SG
602,mã lò,None,bình tân,hồ chí minh,SG
603,miếu bình đông,None,bình tân,hồ chí minh,SG
604,miếu gò đông,None,bình tân,hồ chí minh,SG
605,miếu gò xoài,None,bình tân,hồ chí minh,SG
606,n1,None,bình tân,hồ chí minh,SG
607,n2,None,bình tân,hồ chí minh,SG
608,n3,None,bình tân,hồ chí minh,SG
609,n6,None,bình tân,hồ chí minh,SG
610,ngô y linh,None,bình tân,hồ chí minh,SG
611,nguyễn cửu phú,None,bình tân,hồ chí minh,SG
612,nguyễn hiến lê,None,bình tân,hồ chí minh,SG
613,nguyễn hới,None,bình tân,hồ chí minh,SG
614,nguyễn hữu trí,None,bình tân,hồ chí minh,SG
615,nguyễn quý yêm,None,bình tân,hồ chí minh,SG
616,nguyễn quyền,None,bình tân,hồ chí minh,SG
617,nguyễn thị nhạn,None,bình tân,hồ chí minh,SG
618,nguyễn thị tú,None,bình tân,hồ chí minh,SG
619,nguyễn thức đường,None,bình tân,hồ chí minh,SG
620,nguyễn thức tự,None,bình tân,hồ chí minh,SG
621,nguyễn triệu luật,None,bình tân,hồ chí minh,SG
622,nguyễn triệu lực,None,bình tân,hồ chí minh,SG
623,nguyễn trọng trí,None,bình tân,hồ chí minh,SG
624,nguyễn văn cừ,None,bình tân,hồ chí minh,SG
625,nguyễn văn cự,None,bình tân,hồ chí minh,SG
626,phạm bành,None,bình tân,hồ chí minh,SG
627,phạm đăng giản,None,bình tân,hồ chí minh,SG
628,phạm đăng giảng,None,bình tân,hồ chí minh,SG
629,phạm văn hai,None,bình tân,hồ chí minh,SG
630,phan anh,None,bình tân,hồ chí minh,SG
631,phan cát tựu,None,bình tân,hồ chí minh,SG
632,phan đăng giảng,None,bình tân,hồ chí minh,SG
633,phan đình thông,None,bình tân,hồ chí minh,SG
634,phan văn trị,None,bình tân,hồ chí minh,SG
635,phùng tá chu,None,bình tân,hồ chí minh,SG
636,quốc lộ 1a,None,bình tân,hồ chí minh,SG
637,quốc lộ 1c,None,bình tân,hồ chí minh,SG
638,quốc lộ 2b,None,bình tân,hồ chí minh,SG
639,quốc lộ 32,None,bình tân,hồ chí minh,SG
640,quốc lộ 46,None,bình tân,hồ chí minh,SG
641,quốc lộ 80,None,bình tân,hồ chí minh,SG
642,quốc lộ 8a,None,bình tân,hồ chí minh,SG
643,sinco,None,bình tân,hồ chí minh,SG
644,số 1,None,bình tân,hồ chí minh,SG
645,số 10,None,bình tân,hồ chí minh,SG
646,số 11,None,bình tân,hồ chí minh,SG
647,số 12,None,bình tân,hồ chí minh,SG
648,số 13,None,bình tân,hồ chí minh,SG
649,số 13a,None,bình tân,hồ chí minh,SG
650,số 14,None,bình tân,hồ chí minh,SG
651,số 14a,None,bình tân,hồ chí minh,SG
652,số 14b,None,bình tân,hồ chí minh,SG
653,số 15,None,bình tân,hồ chí minh,SG
654,số 16,None,bình tân,hồ chí minh,SG
655,số 16b,None,bình tân,hồ chí minh,SG
656,số 16d,None,bình tân,hồ chí minh,SG
657,số 17a,None,bình tân,hồ chí minh,SG
658,số 18,None,bình tân,hồ chí minh,SG
659,số 18b,None,bình tân,hồ chí minh,SG
660,số 19,None,bình tân,hồ chí minh,SG
661,số 1a,None,bình tân,hồ chí minh,SG
662,số 1b,None,bình tân,hồ chí minh,SG
663,số 2,None,bình tân,hồ chí minh,SG
664,số 21,None,bình tân,hồ chí minh,SG
665,số 21a,None,bình tân,hồ chí minh,SG
666,số 22,None,bình tân,hồ chí minh,SG
667,số 23b,None,bình tân,hồ chí minh,SG
668,số 24,None,bình tân,hồ chí minh,SG
669,số 24b,None,bình tân,hồ chí minh,SG
670,số 25a,None,bình tân,hồ chí minh,SG
671,số 26,None,bình tân,hồ chí minh,SG
672,số 27,None,bình tân,hồ chí minh,SG
673,số 28,None,bình tân,hồ chí minh,SG
674,số 29,None,bình tân,hồ chí minh,SG
675,số 2a,None,bình tân,hồ chí minh,SG
676,số 2b,None,bình tân,hồ chí minh,SG
677,số 2c,None,bình tân,hồ chí minh,SG
678,số 3,None,bình tân,hồ chí minh,SG
679,số 30,None,bình tân,hồ chí minh,SG
680,số 31a,None,bình tân,hồ chí minh,SG
681,số 32,None,bình tân,hồ chí minh,SG
682,số 32a,None,bình tân,hồ chí minh,SG
683,số 33a,None,bình tân,hồ chí minh,SG
684,số 34,None,bình tân,hồ chí minh,SG
685,số 34a,None,bình tân,hồ chí minh,SG
686,số 36,None,bình tân,hồ chí minh,SG
687,số 38,None,bình tân,hồ chí minh,SG
688,số 39,None,bình tân,hồ chí minh,SG
689,số 3a,None,bình tân,hồ chí minh,SG
690,số 4,None,bình tân,hồ chí minh,SG
691,số 40,None,bình tân,hồ chí minh,SG
692,số 41,None,bình tân,hồ chí minh,SG
693,số 43,None,bình tân,hồ chí minh,SG
694,số 47,None,bình tân,hồ chí minh,SG
695,số 49,None,bình tân,hồ chí minh,SG
696,số 4a,None,bình tân,hồ chí minh,SG
697,số 5,None,bình tân,hồ chí minh,SG
698,số 50,None,bình tân,hồ chí minh,SG
699,số 53,None,bình tân,hồ chí minh,SG
700,số 57c,None,bình tân,hồ chí minh,SG
701,số 5a,None,bình tân,hồ chí minh,SG
702,số 5e,None,bình tân,hồ chí minh,SG
703,số 6,None,bình tân,hồ chí minh,SG
704,số 6d,None,bình tân,hồ chí minh,SG
705,số 7,None,bình tân,hồ chí minh,SG
706,số 7a,None,bình tân,hồ chí minh,SG
707,số 8,None,bình tân,hồ chí minh,SG
708,số 8a,None,bình tân,hồ chí minh,SG
709,số 9,None,bình tân,hồ chí minh,SG
710,sơn kỳ,None,bình tân,hồ chí minh,SG
711,sông suối,None,bình tân,hồ chí minh,SG
712,tạ mỹ duật,None,bình tân,hồ chí minh,SG
713,tân hòa đông,None,bình tân,hồ chí minh,SG
714,tân kỳ tân quý,None,bình tân,hồ chí minh,SG
715,tân thọ,None,bình tân,hồ chí minh,SG
716,tập đoàn 6b,None,bình tân,hồ chí minh,SG
717,tây lân,None,bình tân,hồ chí minh,SG
718,tên lửa,None,bình tân,hồ chí minh,SG
719,tỉnh lộ 10,None,bình tân,hồ chí minh,SG
720,tỉnh lộ 10b,None,bình tân,hồ chí minh,SG
721,tỉnh lộ 7a,None,bình tân,hồ chí minh,SG
722,tỉnh lộ 830,None,bình tân,hồ chí minh,SG
723,trần đại nghĩa,None,bình tân,hồ chí minh,SG
724,trần hải phụng,None,bình tân,hồ chí minh,SG
725,trần thanh mại,None,bình tân,hồ chí minh,SG
726,trần thánh tông,None,bình tân,hồ chí minh,SG
727,trần văn giàu,None,bình tân,hồ chí minh,SG
728,trương phước phan,None,bình tân,hồ chí minh,SG
729,trương quốc phan,None,bình tân,hồ chí minh,SG
730,vành đai trong,None,bình tân,hồ chí minh,SG
731,vĩnh lộc,None,bình tân,hồ chí minh,SG
732,võ văn kiệt,None,bình tân,hồ chí minh,SG
733,võ văn vân,None,bình tân,hồ chí minh,SG
734,vũ hữu,None,bình tân,hồ chí minh,SG
735,vương văn huống,None,bình tân,hồ chí minh,SG
736,None,an lạc,bình tân,hồ chí minh,SG
737,None,an lạc a,bình tân,hồ chí minh,SG
738,None,bình hưng hòa,bình tân,hồ chí minh,SG
739,None,bình hưng hòa a,bình tân,hồ chí minh,SG
740,None,bình hưng hòa b,bình tân,hồ chí minh,SG
741,None,bình trị đông,bình tân,hồ chí minh,SG
742,None,bình trị đông a,bình tân,hồ chí minh,SG
743,None,bình trị đông b,bình tân,hồ chí minh,SG
744,None,tân tạo,bình tân,hồ chí minh,SG
745,None,tân tạo a,bình tân,hồ chí minh,SG
785,None,None,bình tân,hồ chí minh,SG
786,đường 1,None,bình thạnh,hồ chí minh,SG
787,đường 11,None,bình thạnh,hồ chí minh,SG
788,đường 12,None,bình thạnh,hồ chí minh,SG
789,đường 13,None,bình thạnh,hồ chí minh,SG
790,đường 14,None,bình thạnh,hồ chí minh,SG
791,đường 16,None,bình thạnh,hồ chí minh,SG
792,đường 17,None,bình thạnh,hồ chí minh,SG
793,đường 179,None,bình thạnh,hồ chí minh,SG
794,đường 2,None,bình thạnh,hồ chí minh,SG
795,đường 20,None,bình thạnh,hồ chí minh,SG
796,đường 233,None,bình thạnh,hồ chí minh,SG
797,đường 3,None,bình thạnh,hồ chí minh,SG
798,đường 30,None,bình thạnh,hồ chí minh,SG
799,đường 30/4,None,bình thạnh,hồ chí minh,SG
800,đường 304,None,bình thạnh,hồ chí minh,SG
801,đường 4,None,bình thạnh,hồ chí minh,SG
802,đường 5,None,bình thạnh,hồ chí minh,SG
803,đường 6,None,bình thạnh,hồ chí minh,SG
804,đường 7,None,bình thạnh,hồ chí minh,SG
805,đường 8,None,bình thạnh,hồ chí minh,SG
806,đường 82,None,bình thạnh,hồ chí minh,SG
807,an thượng 6,None,bình thạnh,hồ chí minh,SG
808,bạch đằng,None,bình thạnh,hồ chí minh,SG
809,bình hòa,None,bình thạnh,hồ chí minh,SG
810,bình lãnh,None,bình thạnh,hồ chí minh,SG
811,bình lợi,None,bình thạnh,hồ chí minh,SG
812,bình quới,None,bình thạnh,hồ chí minh,SG
813,bùi đình túy,None,bình thạnh,hồ chí minh,SG
814,bùi hữu nghĩa,None,bình thạnh,hồ chí minh,SG
815,cách mạng tháng tám,None,bình thạnh,hồ chí minh,SG
816,cầu ván,None,bình thạnh,hồ chí minh,SG
817,chu văn an,None,bình thạnh,hồ chí minh,SG
818,công trường tự do,None,bình thạnh,hồ chí minh,SG
819,cửu long,None,bình thạnh,hồ chí minh,SG
820,d1,None,bình thạnh,hồ chí minh,SG
821,d2,None,bình thạnh,hồ chí minh,SG
822,d3,None,bình thạnh,hồ chí minh,SG
823,d5,None,bình thạnh,hồ chí minh,SG
824,điện biên phủ,None,bình thạnh,hồ chí minh,SG
825,diên hồng,None,bình thạnh,hồ chí minh,SG
826,đinh bộ lĩnh,None,bình thạnh,hồ chí minh,SG
827,đình đông,None,bình thạnh,hồ chí minh,SG
828,đinh tiên hoàng,None,bình thạnh,hồ chí minh,SG
829,đống đa,None,bình thạnh,hồ chí minh,SG
830,đống đa 1,None,bình thạnh,hồ chí minh,SG
831,dương vũ tùng,None,bình thạnh,hồ chí minh,SG
832,hàng xanh,None,bình thạnh,hồ chí minh,SG
833,hồ xuân hương,None,bình thạnh,hồ chí minh,SG
834,hoàng hoa thám,None,bình thạnh,hồ chí minh,SG
835,hoàng văn thụ,None,bình thạnh,hồ chí minh,SG
836,hồng bàng,None,bình thạnh,hồ chí minh,SG
837,huỳnh đình hai,None,bình thạnh,hồ chí minh,SG
838,huỳnh mẫn đạt,None,bình thạnh,hồ chí minh,SG
839,huỳnh tịnh của,None,bình thạnh,hồ chí minh,SG
840,lam sơn,None,bình thạnh,hồ chí minh,SG
841,lê quang định,None,bình thạnh,hồ chí minh,SG
842,lê trực,None,bình thạnh,hồ chí minh,SG
843,lê văn sỹ,None,bình thạnh,hồ chí minh,SG
844,long vân tự,None,bình thạnh,hồ chí minh,SG
845,lương ngọc quyến,None,bình thạnh,hồ chí minh,SG
846,lương sử c,None,bình thạnh,hồ chí minh,SG
847,mai xuân thưởng,None,bình thạnh,hồ chí minh,SG
848,mê linh,None,bình thạnh,hồ chí minh,SG
849,miếu nổi,None,bình thạnh,hồ chí minh,SG
850,ngô đức kế,None,bình thạnh,hồ chí minh,SG
851,ngô nhơn tịnh,None,bình thạnh,hồ chí minh,SG
852,ngô tất tố,None,bình thạnh,hồ chí minh,SG
853,nguyễn an ninh,None,bình thạnh,hồ chí minh,SG
854,nguyễn bỉnh khiêm,None,bình thạnh,hồ chí minh,SG
855,nguyễn công hoan,None,bình thạnh,hồ chí minh,SG
856,nguyễn công trứ,None,bình thạnh,hồ chí minh,SG
857,nguyễn cư trinh,None,bình thạnh,hồ chí minh,SG
858,nguyễn cửu vân,None,bình thạnh,hồ chí minh,SG
859,nguyễn duy,None,bình thạnh,hồ chí minh,SG
860,nguyễn hành,None,bình thạnh,hồ chí minh,SG
861,nguyên hồng,None,bình thạnh,hồ chí minh,SG
862,nguyễn hữu cảnh,None,bình thạnh,hồ chí minh,SG
863,nguyễn hữu cầu,None,bình thạnh,hồ chí minh,SG
864,nguyễn hữu thoại,None,bình thạnh,hồ chí minh,SG
865,nguyễn huy lượng,None,bình thạnh,hồ chí minh,SG
866,nguyễn huy tưởng,None,bình thạnh,hồ chí minh,SG
867,nguyễn khuyến,None,bình thạnh,hồ chí minh,SG
868,nguyễn lâm,None,bình thạnh,hồ chí minh,SG
869,nguyễn ngọc phương,None,bình thạnh,hồ chí minh,SG
870,nguyễn thái học,None,bình thạnh,hồ chí minh,SG
871,nguyễn thị minh khai,None,bình thạnh,hồ chí minh,SG
872,nguyễn thiện thuật,None,bình thạnh,hồ chí minh,SG
873,nguyễn thượng hiền,None,bình thạnh,hồ chí minh,SG
874,nguyễn trung trực,None,bình thạnh,hồ chí minh,SG
875,nguyễn văn đậu,None,bình thạnh,hồ chí minh,SG
876,nguyễn văn lạc,None,bình thạnh,hồ chí minh,SG
877,nguyễn xí,None,bình thạnh,hồ chí minh,SG
878,nguyễn xuân ôn,None,bình thạnh,hồ chí minh,SG
879,nơ trang long,None,bình thạnh,hồ chí minh,SG
880,phạm ngũ lão,None,bình thạnh,hồ chí minh,SG
881,phạm văn đồng,None,bình thạnh,hồ chí minh,SG
882,phạm viết chánh,None,bình thạnh,hồ chí minh,SG
883,phan anh,None,bình thạnh,hồ chí minh,SG
884,phan bội châu,None,bình thạnh,hồ chí minh,SG
885,phan chu trinh,None,bình thạnh,hồ chí minh,SG
886,phan đăng lưu,None,bình thạnh,hồ chí minh,SG
887,phan huy ôn,None,bình thạnh,hồ chí minh,SG
888,phan văn hân,None,bình thạnh,hồ chí minh,SG
889,phan văn trị,None,bình thạnh,hồ chí minh,SG
890,phan xích long,None,bình thạnh,hồ chí minh,SG
891,phó đức chính,None,bình thạnh,hồ chí minh,SG
892,phú mỹ,None,bình thạnh,hồ chí minh,SG
893,quách văn tuấn,None,bình thạnh,hồ chí minh,SG
894,quốc lộ 13,None,bình thạnh,hồ chí minh,SG
895,số 1,None,bình thạnh,hồ chí minh,SG
896,số 12,None,bình thạnh,hồ chí minh,SG
897,số 14,None,bình thạnh,hồ chí minh,SG
898,số 3,None,bình thạnh,hồ chí minh,SG
899,số 4,None,bình thạnh,hồ chí minh,SG
900,số 5,None,bình thạnh,hồ chí minh,SG
901,tầm vu,None,bình thạnh,hồ chí minh,SG
902,tăng bạt hổ,None,bình thạnh,hồ chí minh,SG
903,thanh đa,None,bình thạnh,hồ chí minh,SG
904,thích quảng đức,None,bình thạnh,hồ chí minh,SG
905,tiền đức,None,bình thạnh,hồ chí minh,SG
906,trần bình trọng,None,bình thạnh,hồ chí minh,SG
907,trần hưng đạo,None,bình thạnh,hồ chí minh,SG
908,trần kế xương,None,bình thạnh,hồ chí minh,SG
909,trần quang định,None,bình thạnh,hồ chí minh,SG
910,trần quý cáp,None,bình thạnh,hồ chí minh,SG
911,trần văn kỷ,None,bình thạnh,hồ chí minh,SG
912,trịnh hoài đức,None,bình thạnh,hồ chí minh,SG
913,trục,None,bình thạnh,hồ chí minh,SG
914,trục 13,None,bình thạnh,hồ chí minh,SG
915,trục 20,None,bình thạnh,hồ chí minh,SG
916,trục 30,None,bình thạnh,hồ chí minh,SG
917,trương đăng quế,None,bình thạnh,hồ chí minh,SG
918,trường sa,None,bình thạnh,hồ chí minh,SG
919,ung văn khiêm,None,bình thạnh,hồ chí minh,SG
920,vạn kiếp,None,bình thạnh,hồ chí minh,SG
921,võ duy ninh,None,bình thạnh,hồ chí minh,SG
922,võ trường toản,None,bình thạnh,hồ chí minh,SG
923,vũ huy tấn,None,bình thạnh,hồ chí minh,SG
924,vũ ngọc phan,None,bình thạnh,hồ chí minh,SG
925,vũ tùng,None,bình thạnh,hồ chí minh,SG
926,xô viết nghệ tĩnh,None,bình thạnh,hồ chí minh,SG
927,xuân hồng,None,bình thạnh,hồ chí minh,SG
928,yên đỗ,None,bình thạnh,hồ chí minh,SG
929,None,phường 1,bình thạnh,hồ chí minh,SG
930,None,phường 11,bình thạnh,hồ chí minh,SG
931,None,phường 12,bình thạnh,hồ chí minh,SG
932,None,phường 13,bình thạnh,hồ chí minh,SG
